"year","fishing_entity","nutrient","Direct human consumption","Discards","Fishmeal and fish oil","Other","discard_ratio"
2017,"Peru","Calcium",83527203815.3882,248694129.273192,41805407.3150091,41805407.3150091,0.00297740278511963
2018,"Congo, R. of","Zinc",20201731.0017873,59494.1933743633,NA,3859.62135317592,0.00294500473098567
2018,"Norway","Calcium",361245550305.928,1062004113.35966,226802746.099472,312364796.590021,0.00293983998546218
2018,"Peru","Calcium",80734994711.4303,236237943.616525,40407905.2609761,40407905.2609761,0.00292609102732844
2014,"Korea (North)","DHA+EPA",624533521.951896,1793377.92583063,NA,15580.5878343636,0.00287154790382695
2017,"Peru","Iron",1366214085.67813,3824024.30622655,683790.833672739,683790.833672739,0.00279899347131124
2014,"Peru","Vitamin A, RAE",8203994972.65473,22880962.861615,77259936.0923326,4091588.24849778,0.00278900254545268
2014,"Viet Nam","Vitamin A, RAE",49162555690057.2,136896359731.136,106600338029.5,50153920369.2105,0.00278456556640774
2015,"Viet Nam","Vitamin A, RAE",51197590876446.5,142364776146.229,112581676950.422,50332316145.051,0.00278069287458844
2016,"Viet Nam","Vitamin A, RAE",53298662292765.4,147921277610.966,26676007153.5363,26676007153.5363,0.00277532814610705
2017,"Viet Nam","Vitamin A, RAE",55351994856657.6,153565864125.348,27703701129.4583,27703701129.4583,0.00277435103329211
2018,"Equatorial Guinea","Zinc",23558588.3826435,64967.3328146279,NA,NA,0.0027576920891615
2018,"Equatorial Guinea","DHA+EPA",32982320.4010669,90955.0837266194,NA,NA,0.00275769207928977
2018,"Equatorial Guinea","Vitamin A, RAE",1575169382.10378,4343832.12147092,NA,NA,0.00275769207478458
2018,"Equatorial Guinea","Vitamin B12",90650310.5846151,249985.636991318,NA,NA,0.00275769200766252
2018,"Equatorial Guinea","Protein",1341967333.36939,3700732.4049375,NA,NA,0.00275769186992485
2018,"Equatorial Guinea","Iron",147313792.371819,406246.038604211,NA,NA,0.00275769180918816
2018,"Equatorial Guinea","Calcium",36610312432.3222,100959955.390432,NA,NA,0.00275769171806623
2017,"Norway","Iron",7363091386.22525,19829903.9964081,4622739.24197852,6366682.18459764,0.00269314924346933
2018,"Peru","Iron",1327194284.45338,3543489.63591616,664261.403630321,664261.403630321,0.00266991025912651
2018,"Italy","Vitamin A, RAE",1441922351902.05,3779339935.05207,NA,1463032648.33951,0.00262104261721633
2018,"Belgium","Iron",70892381.1494955,181044.391313878,34864.7089002761,34864.7089002761,0.00255379193614752
2016,"Peru","Calcium",104066055508.673,262953992.337917,52085112.8672036,52085112.8672036,0.00252679887839126
2018,"Togo","Calcium",3908683121.94942,9860335.22473188,NA,1494535.27762712,0.00252267449601136
2016,"Belgium","Protein",1718269269.39729,4284034.21850362,851133.373444856,851133.373444856,0.00249322634979458
2018,"United Kingdom","Vitamin A, RAE",690816806145.597,1713246056.55722,345751081.583105,345751081.583105,0.00248002949742385
2014,"Montenegro","Vitamin A, RAE",6001479809.33619,14835526.830137,NA,6007487.29663282,0.00247197812897049
2017,"Korea (North)","Zinc",951047343.314777,2313041.52576662,NA,47490.3838870354,0.00243209924513826
2017,"Norway","Calcium",386886188126.385,937245852.610522,242900488.191999,334535462.601646,0.00242253634628163
2017,"Gabon","Vitamin A, RAE",107677342370.002,259992418.310981,NA,311292.634155323,0.00241455084782453
2016,"Peru","Iron",1507079344.05455,3585235.28565761,754293.965993266,754293.965993266,0.00237892935086758
2016,"Korea (North)","Zinc",954648485.91314,2243968.77108149,NA,47560.3598947275,0.00235057071183127
2018,"Peru","Zinc",791502779.802561,1848665.84963245,396147.537438719,396147.537438719,0.00233564037525376
2017,"Peru","Zinc",809630269.061619,1859161.34910335,405220.354885695,405220.354885695,0.00229630909335709
2018,"Congo, R. of","Vitamin B12",108238666.160766,246019.44024125,NA,28295.3695413762,0.00227293488517162
2014,"Peru","Iron",1441791979.28985,3189327.60330569,45306382.680836,712771.001886286,0.0022120580840494
2018,"India","Vitamin A, RAE",23196743934727.5,50847301609.9198,11609981949.3131,11609981949.3131,0.00219200167717492
2014,"Peru","Calcium",98022009774.4545,214689208.745946,347377705.468499,49000872.1217367,0.00219021431247879
2015,"Korea (North)","Zinc",996375442.286528,2174896.01639637,NA,50102.8215075403,0.0021828077289875
2015,"India","Vitamin A, RAE",24374796772903.4,52275663364.8857,76030811127.2158,15713608393.9354,0.00214466048073881
2016,"India","Vitamin A, RAE",25778730559319.9,53780336577.8398,12902267547.2072,12902267547.2072,0.00208622905049901
2017,"India","Vitamin A, RAE",27678333958390.2,57556199882.7381,13853019999.1943,13853019999.1943,0.00207946764314876
2014,"Korea (North)","Zinc",1028682218.23603,2118961.01908654,NA,53945.2768181818,0.00205987911672092
2016,"Peru","Zinc",948585747.342698,1952618.1307587,474767.641312661,474767.641312661,0.00205845189665629
2015,"Belgium","Protein",1569716555.47234,3178903.98232065,778525.113389161,778525.113389161,0.00202514522207106
2018,"Congo, R. of","Calcium",3357629723.24627,6710996.75194646,NA,562207.618027244,0.00199873044531487
2015,"Peru","Iron",1437547279.02379,2850337.60062,31913991.8238957,713303.452850267,0.00198277833516238
2015,"Peru","Calcium",104960593932.143,199592738.600468,261255904.400048,52491414.5126705,0.00190159688625148
2014,"Peru","Zinc",878261778.919396,1642848.73215496,41351927.0785498,431452.541769858,0.00187056840179964
2016,"Belgium","Calcium",5173223682.58969,9661134.65527009,2530940.33350801,2530940.33350801,0.00186752695186646
2016,"Gabon","Vitamin A, RAE",85467833468.0551,158549926.145521,NA,181107.332251604,0.00185508301441597
2018,"Malta","Calcium",47387490694.4157,87254580.4822223,NA,47434925.6200357,0.00184129987056911
2018,"Malta","Protein",7207476344.53602,13271125.2603241,NA,7214691.03557159,0.00184129987056911
2018,"Malta","Iron",874092788.631894,1609466.93857329,NA,874967.756388282,0.00184129987056911
2018,"Malta","Vitamin B12",833452853.326189,1534636.63095496,NA,834287.140466655,0.00184129987056911
2018,"Malta","DHA+EPA",304986331.932152,561571.293512017,NA,305291.623555707,0.00184129987056911
2018,"Malta","Vitamin A, RAE",12771336938.4938,23515861.051843,NA,12784121.0595533,0.00184129987056911
2018,"Malta","Zinc",360355806.442245,663523.099760932,NA,360716.522965211,0.00184129987056911
2015,"Peru","Zinc",923209484.558218,1566047.24366532,29087101.6811913,456386.967853632,0.00169630757683855
2015,"Gabon","Vitamin A, RAE",93429115295.5851,151871960.167676,NA,172894.03033902,0.00162553139550977
2016,"Belgium","DHA+EPA",44751428.0396354,72499.8953483369,22023.1456667245,22023.1456667245,0.00162005769478742
2017,"Korea (North)","Vitamin B12",3358940475.56017,5349743.29550902,NA,98622.8716853641,0.00159268773425253
2017,"Belgium","Protein",1797654194.52952,2860584.80140733,892734.169350723,892734.169350723,0.00159128758473818
2016,"Belgium","Vitamin B12",192083122.717684,297132.059125046,95113.0076615226,95113.0076615226,0.00154689311023832
2016,"Korea (North)","Vitamin B12",3368977620.20457,5189987.62222657,NA,98768.1902585744,0.00154052303318994
2016,"Belgium","Zinc",110103342.224258,161277.721024118,54663.7372392825,54663.7372392825,0.00146478497170075
2015,"Belgium","Calcium",5029821636.65721,7205675.12401314,2470623.72798076,2470623.72798076,0.00143259058561806
2015,"Korea (North)","Vitamin B12",3527550965.754,5030231.94894414,NA,104048.098418547,0.00142598420200825
2014,"Korea (North)","Vitamin B12",3618643887.00067,4900862.08095467,NA,112027.692307692,0.00135433666146595
2018,"Congo, R. of","DHA+EPA",38831294.6341855,51510.5535278287,NA,6770.0881456221,0.00132652166282607
2015,"Belgium","Zinc",97024494.1438282,125441.92438625,48204.8852555723,48204.8852555723,0.00129288923887917
2015,"Belgium","DHA+EPA",39754876.006866,50910.7211705724,19596.1010207106,19596.1010207106,0.00128061577054799
2014,"Cambodia","Vitamin A, RAE",1108515258658.09,1385211350.42212,5231004722.91287,554032166.068972,0.00124960963739822
2018,"Korea (North)","Vitamin A, RAE",211005421800.423,262776266.67825,NA,162683118.675303,0.00124535314986738
2017,"Belgium","Calcium",5526866977.79013,6531853.74734874,2720224.60028754,2720224.60028754,0.00118183661260479
2017,"Belgium","Vitamin B12",204776384.816246,239475.326839578,101682.071620955,101682.071620955,0.00116944796664161
2017,"Belgium","DHA+EPA",44562432.8644433,51888.9591293572,22007.6238552459,22007.6238552459,0.00116441037425405
2018,"Togo","Iron",48233579.7611516,51159.1500259784,NA,17157.7522750212,0.00106065422221021
2015,"Belgium","Vitamin B12",172756687.798782,179340.11477669,85641.6091885752,85641.6091885752,0.00103810808751772
2016,"Belgium","Iron",165291276.718524,166679.583260481,81653.7104253082,81653.7104253082,0.00100839915190637
2017,"Belgium","Zinc",117331246.704775,102439.740390008,58374.7324371477,58374.7324371477,0.000873081495910151
2015,"Belgium","Iron",148609573.415526,129363.365050114,73515.8263808873,73515.8263808873,0.00087049146348333
2018,"Togo","Protein",512903677.57347,421100.505577555,NA,122195.50238335,0.000821012841182515
2017,"Belgium","Iron",175062457.119493,108017.696737159,86770.8072905017,86770.8072905017,0.000617023766914393
2018,"Cambodia","Vitamin A, RAE",738878811271.975,414870714.638714,369809214.850838,369809214.850838,0.000561486820720324
2018,"Togo","Zinc",33491115.4839258,14874.6794595515,NA,14099.7065257665,0.000444138071981825
2015,"Cambodia","Vitamin A, RAE",772649029072.041,324895628.401571,5064990157.11453,385930601.878693,0.000420495744091951
2017,"Cambodia","Vitamin A, RAE",778400638593.119,326886251.557097,389589909.205765,389589909.205765,0.000419946021817134
2016,"Cambodia","Vitamin A, RAE",777219739673.079,325738334.540681,388998868.705244,388998868.705244,0.000419107130086141
2017,"Korea (North)","Vitamin A, RAE",214745535826.748,81976291.626725,NA,167249425.965318,0.000381736883661515
2016,"Korea (North)","Vitamin A, RAE",215139921283.164,79528290.4912276,NA,167495864.215758,0.000369658453051834
2015,"Korea (North)","Vitamin A, RAE",226310958691.289,77080289.3557304,NA,176449787.315079,0.000340594595159997
2018,"Togo","Vitamin B12",120142498.037936,39254.7763738299,NA,38240.8365926551,0.000326735143807605
2014,"Korea (North)","Vitamin A, RAE",241201170961.297,75097902.2690606,NA,189981967.777778,0.000311349658750665
2018,"Belgium","Vitamin A, RAE",23529082252.07,6471671.8373851,11767303.0151682,11767303.0151682,0.000275049904966682
2018,"Togo","DHA+EPA",39395068.8654736,9087.52736705657,NA,12067.7594642737,0.000230676773229885
2015,"Belgium","Vitamin A, RAE",28740145789.996,4787280.62670233,14371843.1314145,14371843.1314145,0.000166571201888917
2016,"Belgium","Vitamin A, RAE",37123212979.3242,6113409.72128949,18564484.9134506,18564484.9134506,0.00016467889578131
2014,"Falkland Isl. (UK)","Calcium",11919060148.7013,1506754,NA,31.6180581016594,0.000126415504343619
2017,"Belgium","Vitamin A, RAE",40879223281.611,3848537.65397842,20447681.0301923,20447681.0301923,9.4144099252239e-05
2018,"Togo","Vitamin A, RAE",4463913067.36064,296896.122143404,NA,98257.4433450138,6.65102831670843e-05
2014,"Falkland Isl. (UK)","Zinc",1353932981.39526,45708.3333333333,NA,3.98730063622841,3.37596719789111e-05
2014,"Falkland Isl. (UK)","Iron",1075161151.13453,30879.8125,NA,4.79006060523611,2.8721101452945e-05
2014,"Falkland Isl. (UK)","Vitamin B12",1397819340.88133,39344.4444444444,NA,8.28039293076923,2.81470167808935e-05
2014,"Falkland Isl. (UK)","Protein",11040048040.7698,134300,NA,29.5076140965517,1.21648021370961e-05
2014,"Falkland Isl. (UK)","DHA+EPA",366576416.5426,2211.11111111111,NA,1.15162052081327,6.03178767462842e-06
2014,"Falkland Isl. (UK)","Vitamin A, RAE",6380009406352.41,126666.666666667,NA,14042.2899959417,1.98536802376103e-08
2014,"Channel Isl. (UK)","Calcium",74156935.6342811,NA,20288.5668375475,20288.5668375475,NA
2014,"Channel Isl. (UK)","DHA+EPA",991156.476307443,NA,387.775476978075,387.775476978075,NA
2014,"Channel Isl. (UK)","Iron",1566419.51381706,NA,473.608591699179,473.608591699179,NA
2014,"Channel Isl. (UK)","Protein",28251208.2382272,NA,11580.4118103684,11580.4118103684,NA
2014,"Channel Isl. (UK)","Vitamin A, RAE",59146928.2085024,NA,25068.0412595963,25068.0412595963,NA
2014,"Channel Isl. (UK)","Vitamin B12",3760750.4620484,NA,1586.30332926353,1586.30332926353,NA
2014,"Channel Isl. (UK)","Zinc",940104.071663371,NA,342.562351282314,342.562351282314,NA
2014,"China","DHA+EPA",NA,NA,NA,NA,NA
2014,"China","Iron",NA,NA,NA,NA,NA
2014,"China","Vitamin A, RAE",NA,NA,NA,NA,NA
2014,"China","Vitamin B12",NA,NA,NA,NA,NA
2014,"China","Zinc",NA,NA,NA,NA,NA
2014,"Dominica","DHA+EPA",NA,NA,NA,16.7373099485659,NA
2014,"Dominica","Iron",125974828.970356,NA,NA,56.0903966507624,NA
2014,"Dominica","Vitamin A, RAE",4224874124.59455,NA,NA,150460.279589454,NA
2014,"Dominica","Vitamin B12",NA,NA,NA,103.69453408924,NA
2014,"Dominica","Zinc",NA,NA,NA,45.8154321802188,NA
2014,"France","Calcium",NA,47063939654.5799,NA,NA,NA
2014,"France","DHA+EPA",NA,925531281.88798,NA,NA,NA
2014,"France","Iron",NA,1300805048.01778,NA,NA,NA
2014,"France","Protein",NA,8880459942.78468,NA,NA,NA
2014,"France","Vitamin A, RAE",NA,691124453766.462,NA,NA,NA
2014,"France","Vitamin B12",NA,2088834890.09517,NA,NA,NA
2014,"France","Zinc",NA,821831442.046172,NA,NA,NA
2014,"Gaza Strip","Calcium",30767880.4379273,NA,NA,NA,NA
2014,"Gaza Strip","DHA+EPA",399128.040165312,NA,NA,NA,NA
2014,"Gaza Strip","Iron",1359594.2236,NA,NA,NA,NA
2014,"Gaza Strip","Protein",12314888.5,NA,NA,NA,NA
2014,"Gaza Strip","Vitamin A, RAE",10521498.7179487,NA,NA,NA,NA
2014,"Gaza Strip","Vitamin B12",1553507.18125,NA,NA,NA,NA
2014,"Gaza Strip","Zinc",714434.0258,NA,NA,NA,NA
2014,"Iran","Calcium",4242823094.68036,NA,2123535.0824226,2123535.0824226,NA
2014,"Iran","DHA+EPA",90662451.1980907,NA,45376.6022012466,45376.6022012466,NA
2014,"Iran","Iron",122657972.825296,NA,61390.3767894375,61390.3767894375,NA
2014,"Iran","Protein",2380664673.75471,NA,1191523.8607381,1191523.8607381,NA
2014,"Iran","Vitamin A, RAE",2651227308.28421,NA,1326940.59473684,1326940.59473684,NA
2014,"Iran","Vitamin B12",660144642.628846,NA,330402.724038462,330402.724038462,NA
2014,"Iran","Zinc",87220560.4530953,NA,43653.9341607083,43653.9341607083,NA
2014,"Iraq","Calcium",1628220529.05303,NA,NA,NA,NA
2014,"Iraq","DHA+EPA",20954663.8880194,NA,NA,NA,NA
2014,"Iraq","Iron",14017344.4008578,NA,NA,NA,NA
2014,"Iraq","Protein",197942681.449837,NA,NA,NA,NA
2014,"Iraq","Vitamin A, RAE",225545653.392666,NA,NA,NA,NA
2014,"Iraq","Vitamin B12",14541227.2857143,NA,NA,NA,NA
2014,"Iraq","Zinc",8736785.0425653,NA,NA,NA,NA
2014,"Japan","DHA+EPA",NA,NA,NA,NA,NA
2014,"Japan","Iron",17081831369.8516,NA,584833809.814156,583510215.150076,NA
2014,"Japan","Vitamin A, RAE",1278906978253.39,NA,3121901172.1446,3095956082.7094,NA
2014,"Japan","Vitamin B12",NA,NA,NA,NA,NA
2014,"Japan","Zinc",NA,NA,NA,NA,NA
2014,"Korea (South)","DHA+EPA",NA,NA,NA,NA,NA
2014,"Korea (South)","Iron",18531057256.0233,NA,1520921994.39341,6270533.71339462,NA
2014,"Korea (South)","Vitamin A, RAE",1621200907793.21,NA,2484128739.17358,808607609.514148,NA
2014,"Korea (South)","Vitamin B12",NA,NA,NA,NA,NA
2014,"Korea (South)","Zinc",NA,NA,NA,NA,NA
2014,"Latvia","Calcium",15151176.6167753,NA,NA,NA,NA
2014,"Latvia","DHA+EPA",405341.525748736,NA,NA,NA,NA
2014,"Latvia","Iron",699665.490177449,NA,NA,NA,NA
2014,"Latvia","Protein",7943893.12761896,NA,NA,NA,NA
2014,"Latvia","Vitamin A, RAE",5685903.12244298,NA,NA,NA,NA
2014,"Latvia","Vitamin B12",1819115.89195848,NA,NA,NA,NA
2014,"Latvia","Zinc",285993.312983912,NA,NA,NA,NA
2014,"Lithuania","Calcium",891936684.917756,NA,NA,792318.08498051,NA
2014,"Lithuania","DHA+EPA",13730286.153891,NA,NA,13021.6639926027,NA
2014,"Lithuania","Iron",60857681.3882219,NA,NA,58574.9490332133,NA
2014,"Lithuania","Protein",331283721.926304,NA,NA,312051.860420283,NA
2014,"Lithuania","Vitamin A, RAE",450075447.535086,NA,NA,422728.344455881,NA
2014,"Lithuania","Vitamin B12",26344743.0138547,NA,NA,22575.0572054381,NA
2014,"Lithuania","Zinc",18100509.8341851,NA,NA,17132.8120387091,NA
2014,"Mauritius","Calcium",841425413.98317,NA,NA,NA,NA
2014,"Mauritius","DHA+EPA",3015188.4521924,NA,NA,NA,NA
2014,"Mauritius","Iron",8393706.20354657,NA,NA,NA,NA
2014,"Mauritius","Protein",97859307.3320888,NA,NA,NA,NA
2014,"Mauritius","Vitamin A, RAE",142916768.262068,NA,NA,NA,NA
2014,"Mauritius","Vitamin B12",11448585.8875184,NA,NA,NA,NA
2014,"Mauritius","Zinc",2955574.33654034,NA,NA,NA,NA
2014,"New Zealand","DHA+EPA",839976470.569124,NA,420408.64392849,420408.64392849,NA
2014,"New Zealand","Iron",1316198908.31494,NA,658758.21236984,658758.21236984,NA
2014,"New Zealand","Vitamin A, RAE",49627793664.2551,NA,24838735.5676952,24838735.5676952,NA
2014,"New Zealand","Vitamin B12",2699947546.33635,NA,1351325.09826644,1351325.09826644,NA
2014,"New Zealand","Zinc",710373071.186006,NA,355542.077670674,355542.077670674,NA
2014,"Poland","Calcium",222240572220.388,NA,111231517.627822,111231517.627822,NA
2014,"Poland","DHA+EPA",1446200061.2869,NA,723823.854497947,723823.854497947,NA
2014,"Poland","Iron",4123534635.44095,NA,2063831.14886934,2063831.14886934,NA
2014,"Poland","Protein",33960144686.3276,NA,16997069.4125764,16997069.4125764,NA
2014,"Poland","Vitamin A, RAE",59918731034.2411,NA,29989354.8719926,29989354.8719926,NA
2014,"Poland","Vitamin B12",3908000287.66362,NA,1955956.09993174,1955956.09993174,NA
2014,"Poland","Zinc",1697946406.51052,NA,849823.026281543,849823.026281543,NA
2014,"Portugal","Calcium",NA,18094092304.1001,NA,NA,NA
2014,"Portugal","DHA+EPA",NA,NA,NA,NA,NA
2014,"Portugal","Iron",NA,NA,NA,NA,NA
2014,"Portugal","Protein",NA,4328132123.63969,NA,NA,NA
2014,"Portugal","Vitamin A, RAE",NA,NA,NA,NA,NA
2014,"Portugal","Vitamin B12",NA,NA,NA,NA,NA
2014,"Portugal","Zinc",NA,NA,NA,NA,NA
2014,"Russian Federation","Calcium",NA,78856400696.6899,NA,NA,NA
2014,"Russian Federation","DHA+EPA",NA,1690534357.21772,NA,NA,NA
2014,"Russian Federation","Iron",NA,1781359431.97636,NA,NA,NA
2014,"Russian Federation","Protein",NA,20046621813.5083,NA,NA,NA
2014,"Russian Federation","Vitamin A, RAE",NA,997312136973.635,NA,NA,NA
2014,"Russian Federation","Vitamin B12",NA,2814774188.88531,NA,NA,NA
2014,"Russian Federation","Zinc",NA,1020047006.55125,NA,NA,NA
2014,"Thailand","DHA+EPA",NA,232940963.590457,NA,NA,NA
2014,"Thailand","Iron",NA,365656980.393823,NA,NA,NA
2014,"Thailand","Vitamin A, RAE",NA,5366050152.51548,NA,NA,NA
2014,"Thailand","Vitamin B12",NA,561433940.87093,NA,NA,NA
2014,"Thailand","Zinc",NA,223358120.084727,NA,NA,NA
2014,"Ukraine","DHA+EPA",NA,NA,NA,NA,NA
2014,"Ukraine","Iron",787736833.986357,NA,6352758.95594913,391278.955949128,NA
2014,"Ukraine","Vitamin A, RAE",11231228992.2748,NA,395385316.743113,5426060.92915958,NA
2014,"Ukraine","Vitamin B12",NA,NA,NA,NA,NA
2014,"Ukraine","Zinc",NA,NA,NA,NA,NA
2014,"Unknown Fishing Country","Calcium",77193170.9970967,NA,NA,NA,NA
2014,"Unknown Fishing Country","DHA+EPA",1947326.54476354,NA,NA,NA,NA
2014,"Unknown Fishing Country","Iron",4134678.24526503,NA,NA,NA,NA
2014,"Unknown Fishing Country","Protein",53132564.3783331,NA,NA,NA,NA
2014,"Unknown Fishing Country","Vitamin A, RAE",37944758.4019086,NA,NA,NA,NA
2014,"Unknown Fishing Country","Vitamin B12",26991638.5376779,NA,NA,NA,NA
2014,"Unknown Fishing Country","Zinc",2654749.55981992,NA,NA,NA,NA
2014,"USA","Calcium",NA,45866333177.8721,NA,NA,NA
2014,"USA","DHA+EPA",NA,679315843.222253,NA,NA,NA
2014,"USA","Iron",NA,3839370258.98122,NA,NA,NA
2014,"USA","Protein",NA,16748451460.202,NA,NA,NA
2014,"USA","Vitamin A, RAE",NA,1887883095623.6,NA,NA,NA
2014,"USA","Vitamin B12",NA,2838067439.94038,NA,NA,NA
2014,"USA","Zinc",NA,1904394092.3774,NA,NA,NA
2014,"Vanuatu","Calcium",282842314.166318,NA,NA,NA,NA
2014,"Vanuatu","DHA+EPA",4296627.26963,NA,NA,NA,NA
2014,"Vanuatu","Iron",64126385.5003236,NA,NA,NA,NA
2014,"Vanuatu","Protein",68021304.00354,NA,NA,NA,NA
2014,"Vanuatu","Vitamin A, RAE",44001604.5685,NA,NA,NA,NA
2014,"Vanuatu","Vitamin B12",13459314.3386,NA,NA,NA,NA
2014,"Vanuatu","Zinc",24608544.4373537,NA,NA,NA,NA
2014,"Venezuela","Calcium",2865105819.83687,NA,1400578.61149548,1400578.61149548,NA
2014,"Venezuela","DHA+EPA",10952660.2942417,NA,5266.79592327578,5266.79592327578,NA
2014,"Venezuela","Iron",51711404.8949918,NA,25265.3466901818,25265.3466901818,NA
2014,"Venezuela","Protein",746785815.125258,NA,368685.387538093,368685.387538093,NA
2014,"Venezuela","Vitamin A, RAE",1046942316.21203,NA,514991.332586272,514991.332586272,NA
2014,"Venezuela","Vitamin B12",170184974.729601,NA,84590.0789323924,84590.0789323924,NA
2014,"Venezuela","Zinc",25045799.6729727,NA,12281.3836344623,12281.3836344623,NA
2015,"Cape Verde","Calcium",33956907836.6481,NA,16995449.3676918,16995449.3676918,NA
2015,"Cape Verde","DHA+EPA",218546975.437927,NA,109382.870589553,109382.870589553,NA
2015,"Cape Verde","Iron",626357037.042895,NA,313492.01053198,313492.01053198,NA
2015,"Cape Verde","Protein",5164730319.74814,NA,2584950.10998405,2584950.10998405,NA
2015,"Cape Verde","Vitamin A, RAE",9151679167.14186,NA,4580420.00357451,4580420.00357451,NA
2015,"Cape Verde","Vitamin B12",597235289.56396,NA,298916.561343323,298916.561343323,NA
2015,"Cape Verde","Zinc",258223609.827105,NA,129241.045959512,129241.045959512,NA
2015,"Channel Isl. (UK)","Calcium",52466689.6353969,NA,13561.4064420025,13561.4064420025,NA
2015,"Channel Isl. (UK)","DHA+EPA",737939.787284604,NA,287.613512281981,287.613512281981,NA
2015,"Channel Isl. (UK)","Iron",1063894.37911789,NA,298.253228444103,298.253228444103,NA
2015,"Channel Isl. (UK)","Protein",20173672.1664313,NA,8165.58024319464,8165.58024319464,NA
2015,"Channel Isl. (UK)","Vitamin A, RAE",41960414.6132274,NA,17578.9347770746,17578.9347770746,NA
2015,"Channel Isl. (UK)","Vitamin B12",2659719.81470028,NA,1107.85474567823,1107.85474567823,NA
2015,"Channel Isl. (UK)","Zinc",670325.259715587,NA,238.935315597235,238.935315597235,NA
2015,"Chile","Calcium",60307880145.0587,NA,27136502.4982614,27136502.4982614,NA
2015,"Chile","DHA+EPA",60346591.5338296,NA,10588.9776,10588.9776,NA
2015,"Chile","Iron",337058323.376454,NA,112482.514314904,112482.514314904,NA
2015,"Chile","Protein",3169191074.59686,NA,1122648.81240234,1122648.81240234,NA
2015,"Chile","Vitamin A, RAE",3402329200.70776,NA,881507.167839761,881507.167839761,NA
2015,"Chile","Vitamin B12",455926793.535635,NA,174589.91071462,174589.91071462,NA
2015,"Chile","Zinc",295447347.196371,NA,124696.058136364,124696.058136364,NA
2015,"China","DHA+EPA",NA,NA,NA,NA,NA
2015,"China","Iron",NA,NA,NA,NA,NA
2015,"China","Vitamin A, RAE",NA,NA,NA,NA,NA
2015,"China","Vitamin B12",NA,NA,NA,NA,NA
2015,"China","Zinc",NA,NA,NA,NA,NA
2015,"Dominica","DHA+EPA",NA,NA,NA,10.3809028156314,NA
2015,"Dominica","Iron",87548917.7993218,NA,NA,34.7886821924082,NA
2015,"Dominica","Vitamin A, RAE",3003505494.85249,NA,NA,93319.269596194,NA
2015,"Dominica","Vitamin B12",NA,NA,NA,64.3139718348948,NA
2015,"Dominica","Zinc",NA,NA,NA,28.4158894284651,NA
2015,"Falkland Isl. (UK)","Calcium",9074487404.83933,NA,NA,33608.2283147322,NA
2015,"Falkland Isl. (UK)","DHA+EPA",235496613.01946,NA,NA,335.370642881126,NA
2015,"Falkland Isl. (UK)","Iron",751490322.317054,NA,NA,134.980069193275,NA
2015,"Falkland Isl. (UK)","Protein",7091472618.27657,NA,NA,3275.12088645785,NA
2015,"Falkland Isl. (UK)","Vitamin A, RAE",3905699649566.33,NA,NA,228900.056752361,NA
2015,"Falkland Isl. (UK)","Vitamin B12",883912729.107826,NA,NA,1146.48792180114,NA
2015,"Falkland Isl. (UK)","Zinc",751475832.688473,NA,NA,117.15915937576,NA
2015,"France","Calcium",NA,147587365224.433,NA,NA,NA
2015,"France","DHA+EPA",NA,904271176.301915,NA,NA,NA
2015,"France","Iron",NA,1623011234.18275,NA,NA,NA
2015,"France","Protein",NA,13396377622.438,NA,NA,NA
2015,"France","Vitamin A, RAE",NA,631954016215.62,NA,NA,NA
2015,"France","Vitamin B12",NA,2138838957.94662,NA,NA,NA
2015,"France","Zinc",NA,776501571.879954,NA,NA,NA
2015,"Gaza Strip","Calcium",23981570.1225273,NA,NA,NA,NA
2015,"Gaza Strip","DHA+EPA",315139.362362898,NA,NA,NA,NA
2015,"Gaza Strip","Iron",1156362.4204,NA,NA,NA,NA
2015,"Gaza Strip","Protein",10446137.2,NA,NA,NA,NA
2015,"Gaza Strip","Vitamin A, RAE",7895457.69230769,NA,NA,NA,NA
2015,"Gaza Strip","Vitamin B12",1281109.40625,NA,NA,NA,NA
2015,"Gaza Strip","Zinc",595478.331533333,NA,NA,NA,NA
2015,"Iran","Calcium",4242823094.68036,NA,2123535.0824226,2123535.0824226,NA
2015,"Iran","DHA+EPA",90662451.1980907,NA,45376.6022012466,45376.6022012466,NA
2015,"Iran","Iron",122657972.825296,NA,61390.3767894375,61390.3767894375,NA
2015,"Iran","Protein",2380664673.75471,NA,1191523.8607381,1191523.8607381,NA
2015,"Iran","Vitamin A, RAE",2651227308.28421,NA,1326940.59473684,1326940.59473684,NA
2015,"Iran","Vitamin B12",660144642.628846,NA,330402.724038462,330402.724038462,NA
2015,"Iran","Zinc",87220560.4530953,NA,43653.9341607083,43653.9341607083,NA
2015,"Iraq","Calcium",1623003971.18637,NA,NA,NA,NA
2015,"Iraq","DHA+EPA",20719132.7515024,NA,NA,NA,NA
2015,"Iraq","Iron",13728499.2025513,NA,NA,NA,NA
2015,"Iraq","Protein",192105869.573125,NA,NA,NA,NA
2015,"Iraq","Vitamin A, RAE",222055701.718869,NA,NA,NA,NA
2015,"Iraq","Vitamin B12",14102285.5,NA,NA,NA,NA
2015,"Iraq","Zinc",8191138.40991618,NA,NA,NA,NA
2015,"Japan","DHA+EPA",NA,NA,NA,NA,NA
2015,"Japan","Iron",16708043239.6328,NA,505928600.17319,505215634.00382,NA
2015,"Japan","Vitamin A, RAE",1268725286135.95,NA,2771210696.46648,2757235140.70868,NA
